question,answer,
Một vật dao động điều hòa thực hiện 300 dao động toàn phần trong 5 s. Tần số dao động của vật là?,"Tần số dao động của vật là số dao động toàn phần vật thực hiện được trong 1s.
Công thức tính tần số: f = N/t
Ta có tần số dao động của vật: f = 300/5 = 60 (Hz)",
"Vật dao động điều hòa, cứ mỗi giây thực hiện 25 dao động toàn phần. Tần số dao động là bao nhiêu?","Tần số dao động của vật là số dao động toàn phần vật thực hiện được trong 1s.
Công thức tính tần số: f = N/t
Ta có tần số dao động của vật: f = 25/1 = 25 (Hz)",
"Con lắc đồng hồ thực hiện 0,5 dao động toàn phần trong 1 s. Tính tần số dao động.","Tần số dao động của vật là số dao động toàn phần vật thực hiện được trong 1s.
Công thức tính tần số: f = N/t
Ta có tần số dao động của vật: f = 0,5/1 = 0,5 (Hz)",
Cánh ong đập 11400 lần trong 1 phút. Tính tần số (Hz).,"Tần số dao động của vật là số dao động toàn phần vật thực hiện được trong 1s.
Công thức tính tần số: f = N/t
Ta có tần số dao động của vật: f = 11400/60 = 190 (Hz)",
"Một vật dao động điều hòa dọc theo một trục Ox, quanh điểm gốc O, với biên độ A = 12 cm và chu kì T = 2 s. Tại thời điểm t = 0 vật có li độ là –A. Xác định phương trình dao động.","Ta có: A = 12 (cm)
ω = 2π/T = π (rad/s)
Tại thời điểm t = 0 vật có li độ là -A => φ = π (rad)
Vậy phương trình dao động của vật là:
x = 12cos(πt + π) (cm)",
"Một chất điểm dao động điều hòa trên trục Ox, xung quanh điểm gốc O, với biên độ A = 24 cm và chu kì T = 4 s. Tại thời điểm t = 0 chất điểm ở li độ –A. Hãy viết phương trình dao động.","Ta có: A = 24 (cm)
ω = 2π/T = π/2 (rad/s)
Tại thời điểm t = 0 vật có li độ là -A => φ = π (rad)
Vậy phương trình dao động của vật là:
x = 24cos(πt/2 + π) (cm)",
"Một vật dao động điều hòa theo trục Ox, quanh điểm gốc O, với biên độ A = 30 cm và chu kỳ T = 5 s. Tại t = 0, vật có li độ là –A. Phương trình dao động của vật là gì?","Ta có: A = 30 (cm)
ω = 2π/T = 2π/5 (rad/s)
Tại thời điểm t = 0 vật có li độ là -A => φ = π (rad)
Vậy phương trình dao động của vật là:
x = 30cos(2πt/5 + π) (cm)",
"Một vật dao động điều hòa dọc theo trục Ox, quanh điểm gốc O, với biên độ A = 24 cm và chu kì T = 4 s. Tại thời điểm t = 0 vật có li độ là +A. Viết phương trình dao động.","Ta có: A = 24 (cm)
ω = 2π/T = π/2 (rad/s)
Tại thời điểm t = 0 vật có li độ là -A => φ = -π (rad)
Vậy phương trình dao động của vật là:
x = 24cos(πt/2) (cm)",
Dao động điều hoà có vận tốc cực đại là vmax = 10π cm/s và gia tốc cực đại amax = 20π^2 cm/s^2 thì biên độ của dao động là,"vmax = A.ω = 10π (cm/s)
amax = A.ω^2 = 20π^2 (cm/s^2)
Ta có: amax/ vmax = A.ω^2/A.ω = ω = 20π^2/10π = 2π (rad/s)
Biên độ: A = vmax/ω = 10π/2π = 5 (cm)",
Dao động điều hoà có vận tốc cực đại là vmax = 16π cm/s và gia tốc cực đại amax = 64π^2 cm/s^2 thì biên độ của dao động là,"vmax = A.ω = 16π (cm/s)
amax = A.ω^2 = 64π^2 (cm/s^2)
Ta có: amax/ vmax = A.ω^2/A.ω = ω = 64π^2/16π = 4π (rad/s)
Biên độ: A = vmax/ω = 16π/4π = 4 (cm)",
"Dao động điều hoà có vận tốc cực đại là vmax = 0,08π m/s và gia tốc cực đại amax= 0,16π^2 m/s^2 thì biên độ của dao động là","vmax = A.ω = 0,08π (m/s)
amax = A.ω^2 = 0,16π^2 (m/s^2)
Ta có: amax/ vmax = A.ω^2/A.ω = ω = 0,16π^2/0,08π = 2π (rad/s)
Biên độ: A = vmax/ω = 0,08π/2π = 0,04 (m) = 4 (cm)",
Dao động điều hoà có vận tốc cực đại là 12π cm/s và gia tốc cực đại 48π^2 cm/s^2. Xác định biên độ dao động.,"vmax = A.ω = 12π (cm/s)
amax = A.ω^2 = 48π^2 (cm/s^2)
Ta có: amax/ vmax = A.ω^2/A.ω = ω = 48π^2/12π = 4π (rad/s)
Biên độ: A = vmax/ω = 12π/4π = 3 (cm)",
Vật dao động điều hòa có giá trị lớn nhất của vận tốc là 4π cm/s và giá trị lớn nhất của gia tốc là 8π^2 cm/s^2. Tính biên độ dao động,"vmax = A.ω = 4π (cm/s)
amax = A.ω^2 = 8π^2 (cm/s^2)
Ta có: amax/ vmax = A.ω^2/A.ω = ω = 8π^2/4π = 2π (rad/s)
Biên độ: A = vmax/ω = 4π/2π = 2 (cm)",
Một vật dao động trên trục Ox với phương trình có dạng 10.x + a = 0 với x và a lần lượt là li độ và gia tốc của vật. Lấy π² = 10. Dao động của vật là dao động có tần số góc là.,"Mối liên hệ giữa gia tốc và li độ trong dao động điều hòa là: a = -ω^2*x
Ta có: 10x + a = 0 <=> a = -10x <=> ω = √10 = π (rad/s)",
"Một vật dao động trên trục Ox với phương trình có dạng 96,04.x + a = 0 với x và a lần lượt là li độ và gia tốc của vật. Lấy π² = 9.8. Dao động của vật là dao động có tần số góc là.","Mối liên hệ giữa gia tốc và li độ trong dao động điều hòa là: a = -ω^2*x
Ta có: 96,04.x + a = 0 <=> a = -96,04.x <=> ω = 9.8 = π (rad/s)",
"Phương trình 40x + a = 0 mô tả dao động của vật trên trục Ox (x: li độ, a: gia tốc). Biết π² = 10. Tần số góc của dao động bằng bao nhiêu?","Mối liên hệ giữa gia tốc và li độ trong dao động điều hòa là: a = -ω^2*x
Ta có: 40x + a = 0 <=> a = -40x <=> ω = 2√10 = 2π (rad/s)",
"Một chất điểm dao động trên Ox thỏa mãn phương trình 90x + a = 0 (x là li độ, a là gia tốc). Lấy π² = 10. Xác định tần số góc dao động.
","Mối liên hệ giữa gia tốc và li độ trong dao động điều hòa là: a = -ω^2*x
Ta có: 90x + a = 0 <=> a = -90x <=> ω = 3√10 = 3π (rad/s)",
Vật dao động điều hòa trên Ox có hệ thức 250x + a = 0 giữa li độ và gia tốc. Biết π² = 10. Tần số góc dao động bằng bao nhiêu?,"Mối liên hệ giữa gia tốc và li độ trong dao động điều hòa là: a = -ω^2*x
Ta có: 250x + a = 0 <=> a = -250x <=> ω = 5√10 = 5π (rad/s)",
"Một vật dao động điều hòa phải mất 0,2 s để đi từ điểm có tốc độ bằng không tới điểm tiếp theo cũng như vậy. Khoảng cách giữa hai điểm là 30 cm. Biên độ và tần số của dao động này là.","Vật có tốc độ bằng 0 tại vị trí 2 biên (biên dương và biên âm)
Để đi từ biên này đến biên kia mất khoảng thời gian là T/2 = 0,2 <=> T = 0,4 (s)
Tần số: f = 1/T = 2.5 (Hz)
Nửa chu kỳ (T/2) vật sẽ đi được quãng được là 2A = 30 <=> A = 15 (cm)
Vậy biên độ và tần số của dao động này lần lượt là 15 cm và 2.5 Hz",
"Một vật dao động điều hòa phải mất 0,25 s để đi từ vị trí có vận tốc bằng 0 tới vị trí tiếp theo cũng có vận tốc bằng 0. Khoảng cách giữa hai vị trí là 36 cm. Biên độ và tần số của dao động này là.","Vật có vận tốc bằng 0 tại vị trí 2 biên (biên dương và biên âm)
Để đi từ biên này đến biên kia mất khoảng thời gian là T/2 = 0,25 <=> T = 0,5 (s)
Tần số: f = 1/T = 2 (Hz)
Nửa chu kỳ (T/2) vật sẽ đi được quãng được là 2A = 36 <=> A = 18 (cm)
Vậy biên độ và tần số của dao động này lần lượt là 18 cm và 2 Hz",
"Một vật dao động điều hòa phải mất 0,3 s để đi từ điểm có tốc độ bằng không tới điểm tiếp theo cũng như vậy. Hai điểm cách nhau 0,36 m. Biên độ và tần số của dao động này là.","Vật có tốc độ bằng 0 tại vị trí 2 biên (biên dương và biên âm)
Để đi từ biên này đến biên kia mất khoảng thời gian là T/2 = 0,3 <=> T = 0,6 (s)
Tần số: f = 1/T = 5/3 (Hz)
Nửa chu kỳ (T/2) vật sẽ đi được quãng được là 2A = 0,36 <=> A = 0,18 (cm)
Vậy biên độ và tần số của dao động này lần lượt là 0,18 m và 5/3 Hz",
"Một vật dao động điều hòa phải mất 0,5 s để đi từ điểm có tốc độ bằng không tới điểm tiếp theo cũng như vậy. Khoảng cách giữa hai điểm là 50 cm. Biên độ và tần số của dao động này là.","Vật có tốc độ bằng 0 tại vị trí 2 biên (biên dương và biên âm)
Để đi từ biên này đến biên kia mất khoảng thời gian là T/2 = 0,5 <=> T = 1 (s)
Tần số: f = 1/T = 1 (Hz)
Nửa chu kỳ (T/2) vật sẽ đi được quãng được là 2A = 50 <=> A = 25 (cm)
Vậy biên độ và tần số của dao động này lần lượt là 25 cm và 1 Hz",
"Một vật thực hiện đồng thời 2 dao động điều hoà cùng phương, cùng tần số có phương trình x1 = cos(5πt + π/2) cm; x2 = cos(5πt + π) cm. Một vật thực hiện đồng thời hai dao động trên. Tính vận tốc trung bình của vật trong một chu kì dao động.","Vận tốc trung bình: vtb = (x2 - x1)/(t2 - t1), Δx = x2 - x1 là độ dời. 
Trong một chu kì, vật trở lại vị trí ban đầu => Δx = 0
=> Vận tốc trung bình trong một chu kì luôn bằng 0",
"Một vật thực hiện đồng thời 2 dao động điều hoà cùng phương, cùng tần số có phương trình x1 = cos(10πt + π/4) cm; x2 = cos(10πt + 3π/4) cm. Một vật thực hiện đồng thời hai dao động trên. Tính vận tốc trung bình của vật trong một chu kì dao động.","Vận tốc trung bình: vtb = (x2 - x1)/(t2 - t1), Δx = x2 - x1 là độ dời. 
Trong một chu kì, vật trở lại vị trí ban đầu => Δx = 0
=> Vận tốc trung bình trong một chu kì luôn bằng 0",
"Một vật chịu tác dụng đồng thời của 2 dao động điều hoà cùng phương, cùng tần số có phương trình x₁ = sin(10πt + π/2) cm; x₂ = cos(10πt + π) cm. Tính vận tốc trung bình của vật trong một chu kì dao động.","Vận tốc trung bình: vtb = (x2 - x1)/(t2 - t1), Δx = x2 - x1 là độ dời. 
Trong một chu kì, vật trở lại vị trí ban đầu => Δx = 0
=> Vận tốc trung bình trong một chu kì luôn bằng 0",
"Cho hai dao động điều hoà cùng phương, cùng tần số: x₁ = sin(10πt + π/2) cm và x₂ = sin(10πt + π) cm. Một vật thực hiện đồng thời hai dao động này. Tính vận tốc trung bình của vật trong một chu kì.","Vận tốc trung bình: vtb = (x2 - x1)/(t2 - t1), Δx = x2 - x1 là độ dời. 
Trong một chu kì, vật trở lại vị trí ban đầu => Δx = 0
=> Vận tốc trung bình trong một chu kì luôn bằng 0",
Một vật dao động điều hòa có phương trình x = 8cos(2πt – π/6) cm. Vận tốc của vật khi có li độ x = 4 cm là.,"Từ phương trình x, ta có: A = 8 cm, ω = 2π (rad/s)
Áp dụng công thức độc lập khi li độ x = 4 cm: v = ±ω√(A^2 - x^2) = ±8π√3 (cm/s)
*Lưu ý: Nguồn gốc của công thức độc lập được rút ra từ 2 phương trình x = Acos(ωt + φ) và v = -Aωsin(ωt + φ). Ta đưa cos(ωt + φ) và sin(ωt + φ) về 1 vế và áp dụng công thức cos(x)^2 + sin(x)^2 = 1. Từ đó ta có (x/A)^2 + (v/Aω)^2 = 1 => rút v ta được công thức độc lập như trên.",
Một chất điểm dao động điều hòa có phương trình x = 6cos(πt – π/4) cm. Vận tốc của chất điểm khi có li độ x = 2 cm là.,"Từ phương trình x, ta có: A = 6 cm, ω = π (rad/s)
Áp dụng công thức độc lập khi li độ x = 2 cm: v = ±ω√(A^2 - x^2) = ±4π√2 (cm/s)
*Lưu ý: Nguồn gốc của công thức độc lập được rút ra từ 2 phương trình x = Acos(ωt + φ) và v = -Aωsin(ωt + φ). Ta đưa cos(ωt + φ) và sin(ωt + φ) về 1 vế và áp dụng công thức cos(x)^2 + sin(x)^2 = 1. Từ đó ta có (x/A)^2 + (v/Aω)^2 = 1 => rút v ta được công thức độc lập như trên.",
Một vật dao động với phương trình x = 10cos(5πt + π/2) cm. Khi x = 6 cm thì vận tốc của vật bằng bao nhiêu?,"Từ phương trình x, ta có: A = 10 cm, ω = 5π (rad/s)
Áp dụng công thức độc lập khi li độ x = 6 cm: v = ±ω√(A^2 - x^2) = ±40π (cm/s)
*Lưu ý: Nguồn gốc của công thức độc lập được rút ra từ 2 phương trình x = Acos(ωt + φ) và v = -Aωsin(ωt + φ). Ta đưa cos(ωt + φ) và sin(ωt + φ) về 1 vế và áp dụng công thức cos(x)^2 + sin(x)^2 = 1. Từ đó ta có (x/A)^2 + (v/Aω)^2 = 1 => rút v ta được công thức độc lập như trên.",
Vật dao động điều hòa có biểu thức li độ x = 12cos(3πt - 2π/3) cm. Xác định vận tốc vật khi nó ở li độ 4 cm.,"Từ phương trình x, ta có: A = 12 cm, ω = 3π (rad/s)
Áp dụng công thức độc lập khi li độ x = 4 cm: v = ±ω√(A^2 - x^2) = ±24π√2 (cm/s)
*Lưu ý: Nguồn gốc của công thức độc lập được rút ra từ 2 phương trình x = Acos(ωt + φ) và v = -Aωsin(ωt + φ). Ta đưa cos(ωt + φ) và sin(ωt + φ) về 1 vế và áp dụng công thức cos(x)^2 + sin(x)^2 = 1. Từ đó ta có (x/A)^2 + (v/Aω)^2 = 1 => rút v ta được công thức độc lập như trên.",
"Từ phương trình dao động x = 5cos(2πt - π/6) cm, hãy tính vận tốc tại điểm có li độ bằng 3 cm.","Từ phương trình x, ta có: A = 5 cm, ω = 2π (rad/s)
Áp dụng công thức độc lập khi li độ x = 3 cm: v = ±ω√(A^2 - x^2) = ±8π (cm/s)
*Lưu ý: Nguồn gốc của công thức độc lập được rút ra từ 2 phương trình x = Acos(ωt + φ) và v = -Aωsin(ωt + φ). Ta đưa cos(ωt + φ) và sin(ωt + φ) về 1 vế và áp dụng công thức cos(x)^2 + sin(x)^2 = 1. Từ đó ta có (x/A)^2 + (v/Aω)^2 = 1 => rút v ta được công thức độc lập như trên.",
Một chất điểm tham gia đồng thời hai dao động điều hòa cùng phương cùng tần số. Dao động thứ nhất có phương trình li độ x₁ = A₁cos(ωt+ φ₁) (cm); dao động thứ hai có phương trình li độ x₂ = A₂cos(ωt+ φ₂) (cm). Biết x₁² + 4x₂² = 40. Khi dao động thứ nhất có li độ 2 cm và tốc độ 12 cm/s thì dao động thứ hai có tốc độ bằng.,"Ta có: x1^2 + 4x2^2 = 40 (1)
Đạo hàm 2 vế theo thời gian, ta có:
2.x1.v1 + 8.x2.v2 = 0
<=> x1v1 + 4x2v2 = 0 (2)
Thay x1 = 2 vào (1) => x2 = ±3 (cm)
Thay x1 = 2,  x2 = ±3, v1 = 12 vào (2), ta được v2 = 2 (cm/s) khi x2 = -3 (cm) và v2 = -2 (cm/s) khi x2 = 3 (cm)
Vì tốc độ luôn dương nên ta chọn v2 = 2 cm/s",
Một vật thực hiện đồng thời hai dao động điều hòa cùng phương cùng tần số. Dao động thứ nhất: x₁ = A₁cos(ωt+ φ₁) (cm); dao động thứ hai: x₂ = A₂cos(ωt+ φ₂) (cm). Biết 9x₁² + x₂² = 90. Khi dao động thứ nhất có li độ 1 cm và tốc độ 12 cm/s thì dao động thứ hai có tốc độ bằng.,"Ta có: 9x1^2 + x2^2 = 90 (1)
Đạo hàm 2 vế theo thời gian, ta có:
18.x1.v1 + 2.x2.v2 = 0
<=> 9x1v1 + x2v2 = 0 (2)
Thay x1 = 1 vào (1) => x2 = ±9 (cm)
Thay x1 = 1,  x2 = ±9, v1 = 12 vào (2), ta được v2 = 12 (cm/s) khi x2 = -9 (cm) và v2 = -12 (cm/s) khi x2 = 9 (cm)
Vì tốc độ luôn dương nên ta chọn v2 = 12 cm/s",
Chất điểm dao động tổng hợp từ hai dao động điều hòa cùng phương cùng tần số. Dao động 1: x₁ = A₁cos(ωt+ φ₁) cm; dao động 2: x₂ = A₂cos(ωt+ φ₂) cm. Biết 4x₁² + x₂² = 20. Khi dao động thứ nhất có li độ 2 cm và tốc độ 8 cm/s thì dao động thứ hai có tốc độ bằng.,"Ta có: 4x1^2 + x2^2 = 20 (1)
Đạo hàm 2 vế theo thời gian, ta có:
8.x1.v1 + 2.x2.v2 = 0
<=> 4x1v1 + x2v2 = 0 (2)
Thay x1 = 2 vào (1) => x2 = ±2 (cm)
Thay x1 = 2,  x2 = ±2, v1 = 8 vào (2), ta được v2 = -32 (cm/s) khi x2 = 2 (cm) và v2 = 32 (cm/s) khi x2 = -2 (cm)
Vì tốc độ luôn dương nên ta chọn v2 = 32 cm/s",
